p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-10.74,-24.45,-22.52,-21.66,-22.29,-110.07,-36.87,-17.0,-1.48,2.77,অ
-8.66,-20.77,-18.37,-18.07,-19.93,-103.64,-33.1,-11.72,2.67,6.12,অ
6.71,-20.8,-15.92,-14.49,-13.46,-101.15,-35.86,-9.38,6.15,9.93,অ
5.82,-21.88,-15.61,-13.92,-13.57,-98.32,-39.45,-9.23,6.27,9.83,অ
10.12,-14.91,-6.45,-8.06,-9.74,-86.53,-22.85,1.28,15.92,16.76,অ
3.25,-21.41,-13.04,-12.27,-12.7,-90.14,-24.99,-0.8,13.65,15.11,অ
-5.09,-22.56,-18.65,-17.27,-18.02,-90.35,-19.74,2.78,15.6,16.65,অ
0.08,-17.0,-11.24,-11.39,-14.08,-90.07,-22.25,0.93,14.48,16.13,অ
-5.3,-22.54,-17.52,-15.68,-16.03,-88.21,-17.48,5.62,19.61,19.25,অ
-5.42,-17.04,-12.25,-12.86,-15.19,-88.41,-19.17,2.73,16.5,17.58,অ
