p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-27.65,11.44,5.37,1.35,-9.06,-117.04,26.94,21.22,12.45,22.97,অ
-29.0,12.23,6.39,2.77,-7.65,-117.91,27.47,21.98,13.21,23.97,অ
-24.72,13.13,7.59,4.11,-7.1,-123.4,28.32,22.93,14.21,25.49,অ
-26.82,12.24,6.42,3.06,-7.84,-120.99,28.08,22.81,14.19,24.95,অ
-28.28,12.83,7.22,4.01,-6.86,-120.68,28.41,23.22,14.64,25.27,অ
-28.17,12.67,7.28,3.8,-7.45,-121.26,28.35,23.22,14.88,25.88,অ
-28.41,12.36,6.71,3.32,-7.63,-120.58,28.31,23.2,14.88,25.25,অ
-27.87,11.33,5.52,2.26,-8.99,-119.35,29.04,23.69,15.49,25.67,অ
-28.94,12.36,6.72,3.42,-7.86,-120.85,28.24,22.87,14.77,24.96,অ
-29.96,12.21,6.63,3.18,-8.44,-119.81,28.15,22.91,15.25,25.49,অ
-29.8,11.99,6.29,3.01,-8.75,-121.15,28.85,23.48,15.77,26.22,অ
-29.01,12.03,6.38,3.17,-7.69,-119.71,28.24,22.87,15.06,25.13,অ
-29.36,12.86,7.29,3.79,-7.83,-122.21,28.67,23.67,15.83,26.23,অ
-26.32,12.27,6.77,3.66,-7.76,-122.83,29.15,24.08,16.12,26.84,অ
-29.82,18.4,12.47,6.61,-8.61,-121.07,29.52,23.1,13.82,24.76,অ
-33.04,19.78,14.83,12.06,2.3,-119.46,26.97,21.34,11.8,22.35,অ
-33.12,18.88,14.06,11.83,2.71,-119.49,26.69,20.71,10.82,21.64,অ
-33.74,19.28,14.39,12.03,2.73,-119.71,26.58,20.89,11.16,22.01,অ
-32.82,19.29,14.34,11.71,1.78,-120.49,27.45,21.83,12.09,22.96,অ
-31.5,18.15,12.74,9.47,-0.64,-119.32,26.9,20.89,11.32,21.86,অ
-33.25,17.72,12.39,9.11,-1.82,-118.05,26.98,21.07,11.49,22.6,অ
-32.69,17.41,12.1,8.78,-2.14,-118.67,27.44,21.55,12.11,22.64,অ
-32.84,16.17,10.71,7.0,-3.86,-117.02,26.66,20.44,11.04,21.44,অ
-33.3,17.51,12.5,8.94,-2.42,-120.52,27.8,22.03,12.94,23.53,অ
-33.45,16.36,10.96,7.33,-3.71,-118.73,27.82,22.07,13.13,23.1,অ
-34.77,16.54,11.47,7.82,-3.55,-117.4,26.81,20.71,11.67,21.93,অ
-34.29,16.35,11.08,7.69,-4.06,-118.43,27.81,22.25,13.4,23.63,অ
-34.41,17.94,12.81,9.72,-2.22,-120.09,28.03,22.6,13.66,24.29,অ
-33.71,16.45,10.84,7.01,-5.01,-120.88,29.08,23.82,14.95,25.33,অ
-33.14,16.2,10.5,6.49,-5.89,-120.85,28.28,22.57,13.81,24.44,অ
-34.77,17.38,12.17,8.5,-3.7,-121.49,28.77,23.44,14.51,25.11,অ
-35.26,16.87,11.38,7.21,-5.15,-121.09,27.15,21.53,12.55,23.31,অ
-34.88,16.45,10.91,7.33,-5.06,-120.89,28.46,23.0,14.15,24.49,অ
-34.99,16.21,10.68,6.94,-5.28,-120.54,28.77,23.27,14.44,25.0,অ
-35.59,17.25,12.09,8.57,-3.94,-122.71,29.05,23.85,14.97,25.89,অ
-35.08,16.84,11.59,7.77,-4.91,-123.53,29.37,24.05,15.32,26.14,অ
-35.27,16.79,11.52,7.65,-5.2,-124.26,29.5,24.43,15.88,26.75,অ
-35.04,16.65,11.55,7.57,-5.52,-122.82,29.23,23.98,15.25,26.48,অ
-32.93,17.32,12.27,8.6,-4.59,-122.87,28.68,23.24,13.74,25.0,অ
-32.99,16.03,10.72,6.74,-6.61,-121.19,28.96,23.37,14.47,25.36,অ
-38.29,20.92,17.1,13.75,1.67,-99.45,18.6,10.57,0.57,8.58,অ
-84.9,38.27,50.36,51.78,50.63,-109.67,-51.29,-91.57,-114.73,-121.49,আ
-82.31,37.45,49.03,49.53,48.0,-158.31,-55.07,-96.33,-119.31,-126.3,আ
-83.15,37.41,49.22,49.78,49.07,-161.49,-56.56,-98.41,-119.12,-124.08,আ
-81.82,36.45,47.08,47.38,46.01,-155.38,-56.22,-96.82,-116.78,-123.91,আ
-85.0,36.43,47.5,48.41,47.31,-137.19,-52.89,-92.24,-113.58,-120.15,আ
-61.2,41.8,49.53,47.64,45.9,-169.31,-73.92,-123.2,-142.33,-147.34,আ
-68.64,40.24,48.89,47.39,45.31,-169.91,-68.17,-114.98,-133.76,-139.76,আ
-65.83,38.51,47.82,48.46,47.39,-165.84,-65.14,-109.57,-128.94,-135.21,আ
-67.98,41.46,51.72,51.91,50.35,-156.7,-62.19,-106.11,-127.41,-133.95,আ
-73.62,41.3,51.23,50.81,49.07,-164.2,-61.23,-106.8,-127.45,-133.28,আ
-64.3,41.67,51.48,49.47,49.95,-170.93,-73.22,-120.27,-138.27,-143.6,আ
-65.18,44.66,54.17,50.01,49.38,-164.88,-71.78,-120.69,-138.27,-144.34,আ
