p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-46.8,-7.85,-17.77,-22.63,-10.24,-65.27,26.9,15.97,22.28,17.67,ও
-49.54,-5.56,-14.83,-19.83,-7.85,-67.19,27.71,16.72,23.29,18.55,ও
-46.64,-7.71,-17.64,-22.98,-11.07,-64.33,26.39,14.96,20.79,16.69,ও
-47.5,-7.19,-16.83,-21.93,-10.02,-63.49,26.29,14.99,21.08,16.82,ও
-46.25,-7.29,-17.32,-22.49,-10.39,-62.99,26.09,15.14,22.18,17.42,ও
-46.29,-7.63,-17.97,-23.32,-11.06,-62.38,25.82,14.77,21.63,17.01,ও
-46.3,-7.37,-17.51,-22.97,-11.08,-63.64,26.57,15.78,22.8,18.23,ও
-45.98,-7.74,-17.95,-23.12,-10.84,-60.63,25.75,14.69,21.31,16.9,ও
-46.17,-7.77,-18.21,-23.61,-11.21,-62.24,26.08,14.98,21.7,16.98,ও
-46.27,-7.71,-18.35,-23.64,-11.3,-61.99,25.85,14.69,21.48,16.89,ও
-46.67,-7.18,-17.47,-22.66,-10.41,-61.47,25.9,14.82,21.65,17.01,ও
-46.45,-7.28,-17.75,-23.14,-11.28,-60.0,25.19,14.13,20.89,16.59,ও
-44.34,-8.92,-19.59,-24.9,-12.57,-62.85,27.13,16.43,23.32,18.7,ও
-44.74,-8.92,-19.58,-25.11,-12.69,-62.24,27.05,16.4,23.36,18.83,ও
-46.26,-7.29,-17.58,-22.8,-10.79,-63.29,27.41,16.74,23.92,19.16,ও
-47.48,-6.42,-16.56,-21.92,-10.01,-63.6,27.23,16.54,23.69,19.18,ও
-47.22,-7.13,-18.03,-23.26,-11.06,-60.41,25.28,14.01,20.73,16.06,ও
-45.59,-7.83,-18.25,-23.37,-11.18,-60.26,26.33,15.42,22.43,17.95,ও
-46.45,-7.18,-17.89,-23.47,-11.34,-60.65,26.16,15.32,22.37,17.81,ও
-45.99,-7.63,-18.37,-23.6,-11.3,-59.04,25.23,14.17,20.8,16.58,ও
-44.82,-8.5,-19.17,-24.47,-12.0,-59.2,25.68,14.5,21.31,16.89,ও
-44.96,-8.25,-19.14,-24.5,-12.43,-59.35,26.06,15.04,22.04,17.53,ও
-44.54,-8.92,-19.92,-25.14,-12.52,-58.73,25.89,14.73,21.29,16.87,ও
-44.4,-8.7,-19.64,-25.01,-12.83,-59.18,26.17,15.16,22.28,17.9,ও
-46.74,-6.87,-17.42,-22.62,-10.26,-61.05,26.6,15.52,22.17,17.7,ও
-44.71,-8.41,-19.11,-24.25,-11.75,-55.69,23.99,12.25,18.54,14.6,ও
-44.86,-8.38,-19.34,-25.15,-13.29,-58.79,25.72,14.76,21.68,17.48,ও
